Periodo,F1_Score,Accuracy,Precision,Recall,Dropout,LR,Momentum
2020-30,1.0,1.0,1.0,1.0,0.3960646854696658,0.0002584279796694641,0.25346088716400406
2020-31,1.0,1.0,1.0,1.0,0.2841736480910936,0.003526146710540131,0.15485030755752083
2020-32,0.8658008658008658,0.9090909090909091,0.9090909090909091,1.0,0.41369779759361724,0.00892224561072339,0.04849752896105932
2020-33,0.9196696696696697,0.9459459459459459,0.9459459459459459,1.0,0.48279959000117445,0.0003137136788093813,0.3500628252138705
2020-34,1.0,1.0,1.0,1.0,0.10325746812281551,0.010814474438373965,0.530737181557238
2020-35,0.9379432624113475,0.9583333333333334,0.9583333333333334,1.0,0.315801177429457,0.00018301439680973078,0.4967481763916748
2020-36,0.3333333333333333,0.5,0.5,1.0,0.12255142774683639,0.0037643961414417114,0.28855436860680106
2020-37,0.8658008658008658,0.9090909090909091,0.9090909090909091,1.0,0.12354277109321794,0.0010078359404506615,0.5038317174738032
2020-38,1.0,1.0,1.0,1.0,0.19825399449891315,0.005579157873601674,0.46262037560905184
2020-39,0.9518773135906927,0.967741935483871,0.967741935483871,1.0,0.2818332283556724,0.002282277543537858,0.08489784330496448
2020-40,0.9573498964803312,0.9714285714285714,0.9714285714285714,1.0,0.2544320469569888,0.06983205417087648,0.7304362538385112
2020-41,0.711111111111111,0.8,0.8,1.0,0.3110248932804139,0.002092958241399325,0.2161474901099177
2020-42,0.8658008658008658,0.9090909090909091,0.9090909090909091,1.0,0.4642333917838609,0.015484910006629044,0.6950072496230522
2020-43,0.5333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.12944275270888786,0.0027859916183505065,0.38817396890426387
2020-44,1.0,1.0,1.0,1.0,0.4111671072105414,0.005258519750327284,0.004114340556747276
2020-45,1.0,1.0,1.0,1.0,0.47994785997974587,0.0001285101492304004,0.051029403927275896
2020-46,0.897783251231527,0.9310344827586207,0.9310344827586207,1.0,0.18441626479704035,0.030276567685742495,0.34717498873231556
2020-47,0.8109010011123471,0.8709677419354839,0.8709677419354839,1.0,0.3701907452188078,0.09964411505718854,0.37080024969636893
2020-48,0.9174603174603173,0.9444444444444444,0.9444444444444444,1.0,0.4725835793337453,0.002197144393448584,0.28599717151471754
2020-49,0.8166666666666667,0.875,0.875,1.0,0.12626708991500007,0.03003227016160107,0.18516917730364282
2020-50,0.9217638691322904,0.9473684210526315,0.9473684210526315,1.0,0.19585469203004224,0.00013740420362378647,0.8018744156933924
2020-51,1.0,1.0,1.0,1.0,0.3147234623215881,0.0005912751844934347,0.38102215101078385
2020-52,1.0,1.0,1.0,1.0,0.1991618526856966,0.00028373070275982727,0.8205954058512704
2021-01,1.0,1.0,1.0,1.0,0.40213317286930395,0.0003271609868230497,0.20991431543299632
2021-02,1.0,1.0,1.0,1.0,0.4196406435916382,0.025974109488064664,0.5252784824978795
2021-03,0.7912087912087913,0.8571428571428571,0.8571428571428571,1.0,0.13476881030369414,0.010194524185172816,0.8579173853875275
2021-04,0.8366013071895425,0.8888888888888888,0.8888888888888888,1.0,0.4758686494132517,0.000512802137594865,0.12747505442744383
2021-05,1.0,1.0,1.0,1.0,0.16613370685017864,0.00021755430122589724,0.7895361812849411
2021-06,1.0,1.0,1.0,1.0,0.3585758716744879,0.02150029888021979,0.5568407948312946
2021-07,0.9053074584989478,0.9361702127659575,0.9361702127659575,1.0,0.2993899557565295,0.0012054806447319949,0.672576691966651
2021-08,1.0,1.0,1.0,1.0,0.48501544723751233,0.0012741824930993858,0.1841208803864853
2021-09,1.0,1.0,1.0,1.0,0.20376262800564435,0.004945291659834848,0.7077996703088079
2021-10,0.9635651912074675,0.975609756097561,0.975609756097561,1.0,0.2255917792384015,0.014005587692766325,0.6489813830957315
2021-11,1.0,1.0,1.0,1.0,0.4275619240415164,0.020084966699624555,0.4367691759493919
2021-12,1.0,1.0,1.0,1.0,0.16095640916952428,0.004206912453046066,0.5022802032497118
2021-13,0.8941798941798941,0.9285714285714286,0.9285714285714286,1.0,0.1887892439092374,0.0010783830436162894,0.7279355972563754
2021-14,0.9217638691322904,0.9473684210526315,0.9473684210526315,1.0,0.3629678195092533,0.0033371195671829954,0.2046345383599533
2021-15,1.0,1.0,1.0,1.0,0.35824670926624713,0.00899523083162467,0.857960153134978
2021-16,0.9467532467532467,0.9642857142857143,0.9642857142857143,1.0,0.389488218976217,0.00017483632316834762,0.050555532826198325
2021-17,0.711111111111111,0.8,0.8,1.0,0.4305539724836307,0.000285502058600592,0.19765470357155882
2021-18,1.0,1.0,1.0,1.0,0.30280726322683527,0.0001316066526200654,0.19460133775628274
2021-19,0.8423180592991913,0.8928571428571429,0.8928571428571429,1.0,0.3188402781540667,0.01629640863311197,0.10074671087761311
2021-20,0.9447938504542278,0.9629629629629629,0.9629629629629629,1.0,0.2968093530685392,0.004752716492836467,0.09199008695880728
2021-21,1.0,1.0,1.0,1.0,0.18867866880378542,0.0009056424825961001,0.6584928599138141
2021-22,0.9011494252873563,0.9333333333333333,0.9333333333333333,1.0,0.4197297016673557,0.00020547841850040722,0.7230469455317425
2021-23,0.8366013071895425,0.8888888888888888,0.8888888888888888,1.0,0.19958803411487383,0.00313187761380303,0.008563589048069864
2021-25,0.9352657004830917,0.9565217391304348,0.9565217391304348,1.0,0.30404913553433294,0.08605325121563316,0.7840882825512869
2021-27,0.9323467230443974,0.9545454545454546,0.9545454545454546,1.0,0.1836654730255063,0.00015244991139007886,0.5314455129747169
2021-28,1.0,1.0,1.0,1.0,0.4551643807154565,0.01375861901354731,0.7510629468016461
