time,open,high,low,close,tick_volume,spread,real_volume
2020-05-07 00:00:00,1.23364,1.23451,1.23364,1.23433,470,30,0
2020-05-07 01:00:00,1.23438,1.23441,1.23261,1.23329,1906,2,0
2020-05-07 02:00:00,1.23329,1.23332,1.23223,1.23244,1661,2,0
2020-05-07 03:00:00,1.23244,1.23325,1.231,1.23156,2828,2,0
2020-05-07 04:00:00,1.23154,1.2323,1.23125,1.23201,2929,2,0
2020-05-07 05:00:00,1.23201,1.23273,1.23187,1.23268,1551,2,0
2020-05-07 06:00:00,1.23267,1.23288,1.23203,1.23209,1631,2,0
2020-05-07 07:00:00,1.23209,1.23274,1.2318500000000001,1.23247,1472,2,0
2020-05-07 08:00:00,1.23247,1.2335099999999999,1.2319499999999999,1.23307,1755,2,0
2020-05-07 09:00:00,1.23292,1.23836,1.23269,1.23827,7816,2,0
2020-05-07 10:00:00,1.23823,1.2417799999999999,1.23721,1.23742,8996,2,0
2020-05-07 11:00:00,1.23743,1.2377,1.23553,1.23591,5742,2,0
2020-05-07 12:00:00,1.23589,1.23798,1.23342,1.23637,6979,1,0
2020-05-07 13:00:00,1.23637,1.23826,1.23551,1.23705,7199,2,0
2020-05-07 14:00:00,1.23703,1.23797,1.23419,1.23474,7016,1,0
2020-05-07 15:00:00,1.23474,1.23611,1.23252,1.23453,7401,2,0
2020-05-07 16:00:00,1.23453,1.23505,1.22864,1.22913,8903,2,0
2020-05-07 17:00:00,1.22913,1.22937,1.22662,1.22855,10680,2,0
2020-05-07 18:00:00,1.22855,1.23504,1.22826,1.2347,9143,2,0
2020-05-07 19:00:00,1.23469,1.23643,1.23388,1.23557,7778,2,0
2020-05-07 20:00:00,1.23557,1.23761,1.23522,1.23725,5432,2,0
2020-05-07 21:00:00,1.23727,1.23783,1.23525,1.23561,5277,2,0
2020-05-07 22:00:00,1.23559,1.23678,1.23513,1.2353,4257,2,0
2020-05-07 23:00:00,1.2353,1.23645,1.23528,1.23596,1718,2,0
2020-05-08 00:00:00,1.23543,1.2355800000000001,1.23491,1.23507,856,42,0
2020-05-08 01:00:00,1.23498,1.23748,1.23472,1.2373,1534,2,0
2020-05-08 02:00:00,1.2373,1.23784,1.23682,1.23732,1896,2,0
2020-05-08 03:00:00,1.23732,1.2397,1.23704,1.23938,2659,2,0
2020-05-08 04:00:00,1.23939,1.24072,1.23874,1.24025,3936,2,0
2020-05-08 05:00:00,1.24025,1.24084,1.23929,1.2401200000000001,3256,2,0
2020-05-08 06:00:00,1.2401200000000001,1.24024,1.23908,1.2394,1596,2,0
2020-05-08 07:00:00,1.23939,1.23958,1.23823,1.23865,1438,2,0
2020-05-08 08:00:00,1.23864,1.24004,1.2386,1.23957,1768,2,0
2020-05-08 09:00:00,1.23956,1.2398500000000001,1.2376,1.2376800000000001,2805,2,0
2020-05-08 10:00:00,1.23771,1.23902,1.23761,1.23853,4373,2,0
2020-05-08 11:00:00,1.23854,1.23947,1.23796,1.2394,3819,2,0
2020-05-08 12:00:00,1.2394,1.23971,1.2377799999999999,1.23843,3926,2,0
2020-05-08 13:00:00,1.23842,1.23865,1.237,1.23783,2595,2,0
2020-05-08 14:00:00,1.23783,1.23844,1.2368999999999999,1.23816,2928,2,0
2020-05-08 15:00:00,1.23817,1.24004,1.23578,1.23711,9212,2,0
2020-05-08 16:00:00,1.23711,1.23792,1.2355800000000001,1.23748,6086,2,0
2020-05-08 17:00:00,1.23747,1.24672,1.23708,1.24529,11318,2,0
2020-05-08 18:00:00,1.24526,1.24557,1.24286,1.24341,6131,1,0
2020-05-08 19:00:00,1.24341,1.24346,1.24158,1.2422,3743,2,0
2020-05-08 20:00:00,1.2422,1.24245,1.2415,1.24171,2636,2,0
2020-05-08 21:00:00,1.24176,1.24231,1.24069,1.24102,2788,2,0
2020-05-08 22:00:00,1.24101,1.24115,1.24017,1.2404600000000001,3107,2,0
2020-05-08 23:00:00,1.24045,1.241,1.24028,1.24073,1436,2,0
2020-05-11 00:00:00,1.24051,1.24051,1.23899,1.23899,79,68,0
2020-05-11 01:00:00,1.2389999999999999,1.24074,1.23871,1.24049,1959,10,0
2020-05-11 02:00:00,1.2405,1.2417,1.24006,1.24161,1267,2,0
2020-05-11 03:00:00,1.24161,1.24249,1.24091,1.24231,2501,2,0
2020-05-11 04:00:00,1.2423,1.24312,1.24181,1.24308,3500,2,0
2020-05-11 05:00:00,1.24308,1.24377,1.24258,1.24305,2061,2,0
2020-05-11 06:00:00,1.24305,1.24328,1.2424,1.24313,1337,2,0
2020-05-11 07:00:00,1.24312,1.24336,1.24254,1.2426,1338,2,0
2020-05-11 08:00:00,1.24257,1.24283,1.24122,1.24146,1530,2,0
2020-05-11 09:00:00,1.24148,1.24301,1.24082,1.24215,4465,2,0
2020-05-11 10:00:00,1.24214,1.24223,1.23805,1.23822,7309,1,0
2020-05-11 11:00:00,1.23819,1.23858,1.23465,1.23709,6174,2,0
2020-05-11 12:00:00,1.23709,1.23748,1.23495,1.23662,4666,2,0
2020-05-11 13:00:00,1.23663,1.23682,1.23214,1.2323,5784,2,0
2020-05-11 14:00:00,1.2323,1.23237,1.22901,1.22919,5819,2,0
2020-05-11 15:00:00,1.22923,1.23205,1.22825,1.22987,7802,2,0
2020-05-11 16:00:00,1.22987,1.23578,1.22987,1.23494,8982,2,0
2020-05-11 17:00:00,1.23496,1.23623,1.23231,1.23577,10155,2,0
2020-05-11 18:00:00,1.23578,1.23609,1.23201,1.23279,8645,0,0
2020-05-11 19:00:00,1.23279,1.2347,1.23192,1.2343600000000001,7632,2,0
2020-05-11 20:00:00,1.23434,1.23525,1.23348,1.23377,5266,2,0
2020-05-11 21:00:00,1.23377,1.23379,1.23216,1.23306,5796,2,0
2020-05-11 22:00:00,1.23302,1.23422,1.2325599999999999,1.23374,4032,2,0
2020-05-11 23:00:00,1.23374,1.23417,1.23297,1.23319,2686,2,0
2020-05-12 00:00:00,1.23306,1.23337,1.23189,1.23323,557,23,0
2020-05-12 01:00:00,1.23323,1.23377,1.23315,1.2336,1564,2,0
2020-05-12 02:00:00,1.23361,1.2337500000000001,1.2328000000000001,1.23311,2054,2,0
2020-05-12 03:00:00,1.23311,1.2334,1.22869,1.23053,5448,2,0
2020-05-12 04:00:00,1.23054,1.23146,1.2301199999999999,1.23087,3260,2,0
2020-05-12 05:00:00,1.2309,1.23171,1.23048,1.23162,2920,2,0
2020-05-12 06:00:00,1.23161,1.23244,1.23126,1.23235,2273,2,0
2020-05-12 07:00:00,1.23234,1.23237,1.23083,1.2321900000000001,1999,2,0
2020-05-12 08:00:00,1.2321900000000001,1.23423,1.23184,1.23303,2889,2,0
2020-05-12 09:00:00,1.23303,1.23359,1.2312400000000001,1.2332,4165,2,0
2020-05-12 10:00:00,1.23319,1.23474,1.23259,1.23419,7238,2,0
2020-05-12 11:00:00,1.23418,1.23509,1.23045,1.2321,8137,2,0
2020-05-12 12:00:00,1.23211,1.23387,1.2316799999999999,1.23318,6273,2,0
2020-05-12 13:00:00,1.23318,1.23669,1.23274,1.2347,6940,2,0
2020-05-12 14:00:00,1.2347,1.23718,1.23467,1.23705,6881,2,0
2020-05-12 15:00:00,1.23705,1.23774,1.23502,1.23604,8207,2,0
2020-05-12 16:00:00,1.23604,1.23725,1.23227,1.23405,10830,2,0
2020-05-12 17:00:00,1.23405,1.23448,1.23051,1.23298,11505,2,0
2020-05-12 18:00:00,1.233,1.23336,1.2295,1.22964,8047,2,0
2020-05-12 19:00:00,1.22965,1.23049,1.22825,1.2291400000000001,7406,2,0
2020-05-12 20:00:00,1.2291400000000001,1.2292399999999999,1.22666,1.22779,5676,2,0
2020-05-12 21:00:00,1.22778,1.22942,1.22752,1.22806,4335,2,0
2020-05-12 22:00:00,1.22803,1.22915,1.22766,1.2277,4690,2,0
2020-05-12 23:00:00,1.22771,1.22802,1.22554,1.22554,2275,2,0
2020-05-13 00:00:00,1.22577,1.22674,1.22558,1.22666,496,21,0
2020-05-13 01:00:00,1.22666,1.22701,1.22599,1.22678,2273,2,0
2020-05-13 02:00:00,1.22678,1.2268,1.2251,1.22519,2111,2,0
2020-05-13 03:00:00,1.2252,1.22672,1.2251,1.2265,2910,2,0
2020-05-13 04:00:00,1.2265,1.22744,1.2257500000000001,1.22737,3104,2,0
2020-05-13 05:00:00,1.22737,1.22744,1.22599,1.22718,4612,2,0
2020-05-13 06:00:00,1.22718,1.22782,1.22671,1.2267299999999999,3016,2,0
2020-05-13 07:00:00,1.2267299999999999,1.22704,1.22571,1.22698,2949,2,0
2020-05-13 08:00:00,1.2269700000000001,1.22844,1.22675,1.22742,2985,2,0
2020-05-13 09:00:00,1.22739,1.23013,1.22645,1.22925,5296,2,0
2020-05-13 10:00:00,1.2292399999999999,1.22934,1.22635,1.22703,8051,2,0
2020-05-13 11:00:00,1.22703,1.22867,1.22672,1.22752,6228,2,0
2020-05-13 12:00:00,1.22752,1.23147,1.22657,1.22986,6731,2,0
2020-05-13 13:00:00,1.22986,1.2304,1.22851,1.22958,6153,2,0
2020-05-13 14:00:00,1.22958,1.23394,1.22915,1.23214,7651,2,0
