time,open,high,low,close,tick_volume,spread,real_volume
2020-05-07 00:00:00,0.97482,0.97521,0.9746,0.97465,316,10,0
2020-05-07 01:00:00,0.97465,0.97509,0.97465,0.97496,806,3,0
2020-05-07 02:00:00,0.97494,0.97545,0.97492,0.97531,1346,3,0
2020-05-07 03:00:00,0.9753,0.97582,0.97478,0.97565,2193,3,0
2020-05-07 04:00:00,0.97565,0.97572,0.97485,0.97497,1877,3,0
2020-05-07 05:00:00,0.97496,0.97528,0.9748,0.97517,1219,3,0
2020-05-07 06:00:00,0.97517,0.97521,0.97486,0.97497,1338,3,0
2020-05-07 07:00:00,0.97497,0.97525,0.97485,0.97504,1493,3,0
2020-05-07 08:00:00,0.97504,0.97556,0.97502,0.97537,1397,3,0
2020-05-07 09:00:00,0.97537,0.97572,0.97434,0.97537,4859,3,0
2020-05-07 10:00:00,0.97537,0.97572,0.97362,0.97545,7395,3,0
2020-05-07 11:00:00,0.97544,0.97615,0.97495,0.97576,5313,3,0
2020-05-07 12:00:00,0.97576,0.97696,0.97486,0.97498,5746,3,0
2020-05-07 13:00:00,0.97498,0.97669,0.97475,0.97585,4421,3,0
2020-05-07 14:00:00,0.97585,0.97638,0.97557,0.97587,4145,3,0
2020-05-07 15:00:00,0.97587,0.97694,0.975,0.97561,4129,3,0
2020-05-07 16:00:00,0.97561,0.97759,0.97546,0.97752,3760,3,0
2020-05-07 17:00:00,0.97752,0.9784,0.97625,0.97772,6207,3,0
2020-05-07 18:00:00,0.97772,0.97773,0.97456,0.97467,4568,3,0
2020-05-07 19:00:00,0.97467,0.97529,0.97396,0.97436,3768,3,0
2020-05-07 20:00:00,0.97436,0.97458,0.97289,0.97317,3345,3,0
2020-05-07 21:00:00,0.97317,0.97376,0.97292,0.97335,1932,4,0
2020-05-07 22:00:00,0.97335,0.97357,0.97307,0.97324,1765,3,0
2020-05-07 23:00:00,0.97322,0.97337,0.97285,0.97306,866,3,0
2020-05-08 00:00:00,0.97294,0.97361,0.97256,0.9729,941,22,0
2020-05-08 01:00:00,0.9729,0.97315,0.97252,0.97278,400,6,0
2020-05-08 02:00:00,0.97276,0.97326,0.9725,0.97295,1004,7,0
2020-05-08 03:00:00,0.97297,0.97321,0.97194,0.97209,2103,3,0
2020-05-08 04:00:00,0.97208,0.97232,0.9715,0.97166,1914,3,0
2020-05-08 05:00:00,0.97166,0.97205,0.97144,0.97163,1026,4,0
2020-05-08 06:00:00,0.97161,0.97199,0.97156,0.97173,832,5,0
2020-05-08 07:00:00,0.97173,0.97236,0.97167,0.97224,861,5,0
2020-05-08 08:00:00,0.97224,0.97246,0.97201,0.97219,941,3,0
2020-05-08 09:00:00,0.97217,0.97241,0.97173,0.97228,1695,3,0
2020-05-08 10:00:00,0.9723,0.97282,0.97181,0.97275,2472,3,0
2020-05-08 11:00:00,0.97274,0.97302,0.97164,0.97164,2838,3,0
2020-05-08 12:00:00,0.97164,0.97176,0.9709,0.97095,1977,3,0
2020-05-08 13:00:00,0.97096,0.97164,0.97058,0.9708,1482,3,0
2020-05-08 14:00:00,0.97082,0.97164,0.97072,0.97122,1304,3,0
2020-05-08 15:00:00,0.97122,0.97279,0.97017,0.97181,6111,3,0
2020-05-08 16:00:00,0.97181,0.97267,0.97159,0.9723,3701,3,0
2020-05-08 17:00:00,0.97231,0.97317,0.96809,0.9683,5593,3,0
2020-05-08 18:00:00,0.9683,0.97033,0.96826,0.96998,3303,3,0
2020-05-08 19:00:00,0.96999,0.97099,0.96998,0.97044,1778,4,0
2020-05-08 20:00:00,0.97044,0.9709,0.96994,0.97006,1000,3,0
2020-05-08 21:00:00,0.97006,0.97086,0.96982,0.97074,1230,3,0
2020-05-08 22:00:00,0.97073,0.9715,0.97066,0.97109,1984,3,0
2020-05-08 23:00:00,0.97109,0.97131,0.97077,0.97093,804,4,0
2020-05-11 00:00:00,0.97119,0.97204,0.97045,0.97157,892,67,0
2020-05-11 01:00:00,0.97157,0.97195,0.97029,0.97154,1444,4,0
2020-05-11 02:00:00,0.97154,0.97193,0.97096,0.97117,1368,5,0
2020-05-11 03:00:00,0.97117,0.97142,0.9704,0.97044,1310,4,0
2020-05-11 04:00:00,0.97044,0.97078,0.97006,0.9701,1192,4,0
2020-05-11 05:00:00,0.97009,0.97044,0.97001,0.97028,1045,5,0
2020-05-11 06:00:00,0.97028,0.97055,0.97025,0.97044,849,5,0
